#class tools::wcsv::ntuple
#title EnergyDeposit
#separator 44
#vector_separator 59
#column double NaI
#column double Beta
0,0
0.652157,0
0,0
0,0
0.672011,0
0.655715,0
0.421816,0
0,0
0.65734,0
0.0942851,0
0.686056,0
0.0942107,0
0,0
0.646112,0
0,0
0,0
0,0
0.666468,0
0.659261,0
0.136841,0
0.325146,0
0.675343,0
0.666473,0
0.681405,0
0.525468,0
0.670952,0
0,0
0.326306,0
0,0
0.672023,0
0,0
0.659033,0
0.282909,0.386794
0.667152,0
0.475244,0
0.674622,0
0.31132,0
0.140362,0
0.672109,0
0.659531,0
0.657322,0
0.530684,0.114539
0.396713,0
0.0873739,0
0.646925,0
0.126191,0
0.673715,0
0.662694,0
0.121273,0
0,0
0.67086,0
0.154978,0
0.212089,0.451711
0.667231,0
0.118813,0
0.345572,0
0.661778,0
0,0
0.675976,0
0.675773,0
0.00799445,0
0.666237,0
0.0263319,0
0.222265,0
0.076186,0
0.111994,0
0.655981,0
0.148917,0
0.659842,0
0,0
0.666511,0
0.661068,0
0,0
0.654889,0
0.664034,0
0.657178,0
0.667668,0
0.319694,0
0.672958,0
0.663047,0
0.649228,0
0.661345,0
0.67455,0
0,0
0.252559,0
0,0
0.667838,0
0.65918,0
0.198204,0
0.659951,0
0.665184,0
0.667348,0
0.4662,0.209773
0.674264,0
0.0824724,0
0.668284,0.00746925
0.655997,0
0,0
0.662047,0
0.139481,0
0.658271,0
0,0
0,0
0.663573,0
0.651658,0
0.660826,0
0,0
0.67199,0
0.654533,0
0,0
0.655072,0
0.551045,0.123647
0.649662,0
0.672533,0
0.120887,0
0.1635,0
0.666298,0
0.66704,0
0.308864,0
0.130183,0
0.667103,0
0,0
0,0
0.661746,0
0,0
0.669234,0
0.657023,0
0.303468,0.361019
0,0
0,0
0.64501,0
0.0264277,0
0.674441,0
0.117179,0
0,0
0.669304,0
0.253697,0.400635
0.449313,0
0.0168885,0
0,0
0.674148,0
0,0
0,0
0,0
0,0
0.211705,0
0.675873,0
0.664638,0
0.0850333,0
0,0
0.662446,0
0.666168,0
0,0
0.660554,0
0.289482,0.37403
0,0.199063
0.0220277,0.111199
0.128394,0
0.244925,0.402593
0.0842609,0.123347
0,0
0.385209,0.287509
